data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_addizionale_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-11-01,Janssen,ABR,30-39,1,0,1,0,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Janssen,EMR,60-69,1,0,1,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Janssen,LAZ,12-19,0,1,1,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Janssen,LAZ,20-29,1,1,2,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Janssen,LAZ,30-39,4,0,4,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Janssen,LAZ,40-49,2,5,7,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Janssen,LAZ,50-59,4,3,7,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Janssen,LAZ,60-69,1,0,1,0,0,0,ITI,ITI4,12,Lazio
2021-11-01,Moderna,ABR,12-19,6,7,7,6,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,20-29,7,4,2,9,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,30-39,11,11,3,19,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,40-49,12,11,3,19,0,1,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,50-59,10,5,1,14,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,60-69,6,5,3,4,0,4,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,70-79,10,7,1,0,0,16,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,80-89,3,4,0,0,0,7,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,ABR,90+,1,2,0,0,0,3,ITF,ITF1,13,Abruzzo
2021-11-01,Moderna,BAS,12-19,1,2,0,3,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,20-29,2,1,0,3,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,30-39,8,2,1,9,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,40-49,5,3,3,5,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,50-59,1,4,1,4,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,60-69,2,1,0,2,0,1,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,70-79,1,0,0,1,0,0,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,BAS,80-89,2,0,0,0,0,2,ITF,ITF5,17,Basilicata
2021-11-01,Moderna,CAL,12-19,0,1,0,1,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,20-29,9,2,4,7,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,30-39,3,3,4,2,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,40-49,6,2,1,7,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,50-59,2,1,1,2,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,60-69,4,1,3,2,0,0,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,70-79,1,1,0,0,0,2,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAL,80-89,0,1,0,0,0,1,ITF,ITF6,18,Calabria
2021-11-01,Moderna,CAM,12-19,38,26,13,49,2,0,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,20-29,73,46,20,97,1,1,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,30-39,65,39,15,87,0,2,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,40-49,47,27,14,57,1,2,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,50-59,37,23,10,45,1,4,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,60-69,19,13,5,21,1,5,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,70-79,5,13,6,9,0,3,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,80-89,4,6,1,2,0,7,ITF,ITF3,15,Campania
2021-11-01,Moderna,CAM,90+,0,2,0,2,0,0,ITF,ITF3,15,Campania
2021-11-01,Moderna,EMR,12-19,41,26,37,29,1,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,20-29,84,55,33,100,5,1,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,30-39,91,53,39,102,3,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,40-49,90,56,29,112,3,2,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,50-59,62,33,30,60,5,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,60-69,20,31,11,37,0,3,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,70-79,4,15,7,9,0,3,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,80-89,2,1,1,2,0,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,EMR,90+,1,1,1,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Moderna,LAZ,12-19,29,26,14,41,0,0,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,20-29,71,41,14,96,0,2,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,30-39,68,45,11,96,2,4,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,40-49,83,29,16,93,1,2,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,50-59,35,21,8,39,3,6,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,60-69,11,16,7,19,0,1,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,70-79,7,11,2,4,0,12,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,80-89,13,14,0,1,0,26,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LAZ,90+,1,1,0,1,0,1,ITI,ITI4,12,Lazio
2021-11-01,Moderna,LIG,12-19,13,4,0,17,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,20-29,22,13,2,33,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,30-39,27,17,2,42,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,40-49,39,21,5,55,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,50-59,23,20,3,40,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,60-69,14,6,1,19,0,0,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,70-79,4,4,0,4,0,4,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LIG,80-89,0,2,0,1,0,1,ITC,ITC3,7,Liguria
2021-11-01,Moderna,LOM,12-19,48,26,52,18,3,1,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,20-29,66,28,30,63,0,1,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,30-39,54,35,28,60,1,0,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,40-49,41,41,26,53,1,2,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,50-59,38,30,16,42,6,4,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,60-69,24,17,10,18,1,12,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,70-79,29,25,7,8,1,38,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,80-89,32,28,2,4,1,53,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,LOM,90+,0,1,0,1,0,0,ITC,ITC4,3,Lombardia
2021-11-01,Moderna,MAR,12-19,0,1,0,1,0,0,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,20-29,8,3,4,7,0,0,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,30-39,6,9,1,14,0,0,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,40-49,12,9,0,19,1,1,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,50-59,8,3,0,11,0,0,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,60-69,5,3,0,7,0,1,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,70-79,0,3,1,1,0,1,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,80-89,2,6,0,0,0,8,ITI,ITI3,11,Marche
2021-11-01,Moderna,MAR,90+,0,2,0,0,0,2,ITI,ITI3,11,Marche
2021-11-01,Moderna,MOL,20-29,1,0,0,1,0,0,ITF,ITF2,14,Molise
2021-11-01,Moderna,MOL,40-49,4,0,0,4,0,0,ITF,ITF2,14,Molise
2021-11-01,Moderna,MOL,50-59,0,1,1,0,0,0,ITF,ITF2,14,Molise
2021-11-01,Moderna,PIE,12-19,51,38,49,35,5,0,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,20-29,53,37,35,52,2,1,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,30-39,51,46,39,52,3,3,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,40-49,79,42,50,53,6,12,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,50-59,53,37,25,37,4,24,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,60-69,48,26,30,9,0,35,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,70-79,41,42,19,6,0,58,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,80-89,19,33,3,2,0,47,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PIE,90+,1,2,0,0,0,3,ITC,ITC1,1,Piemonte
2021-11-01,Moderna,PUG,40-49,0,2,0,0,0,2,ITF,ITF4,16,Puglia
2021-11-01,Moderna,PUG,80-89,0,1,0,0,0,1,ITF,ITF4,16,Puglia
2021-11-01,Moderna,SIC,12-19,16,15,4,24,3,0,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,20-29,38,23,7,54,0,0,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,30-39,58,34,10,78,2,2,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,40-49,49,28,14,60,2,1,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,50-59,46,30,6,64,3,3,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,60-69,27,28,1,36,0,18,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,70-79,25,19,8,9,0,27,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,SIC,80-89,8,7,0,9,0,6,ITG,ITG1,19,Sicilia
2021-11-01,Moderna,TOS,12-19,29,24,14,36,3,0,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,20-29,42,36,15,59,2,2,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,30-39,52,42,16,75,1,2,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,40-49,44,34,12,62,1,3,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,50-59,46,23,11,50,0,8,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,60-69,16,16,3,16,0,13,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,70-79,14,12,1,3,0,22,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,80-89,5,0,0,1,0,4,ITI,ITI1,9,Toscana
2021-11-01,Moderna,TOS,90+,1,0,0,1,0,0,ITI,ITI1,9,Toscana
2021-11-01,Moderna,UMB,12-19,3,0,1,2,0,0,ITI,ITI2,10,Umbria
2021-11-01,Moderna,UMB,20-29,1,1,1,1,0,0,ITI,ITI2,10,Umbria
2021-11-01,Moderna,UMB,30-39,2,1,0,3,0,0,ITI,ITI2,10,Umbria
2021-11-01,Moderna,UMB,40-49,1,0,0,1,0,0,ITI,ITI2,10,Umbria
2021-11-01,Moderna,UMB,50-59,2,0,0,2,0,0,ITI,ITI2,10,Umbria
2021-11-01,Moderna,VEN,12-19,7,4,10,1,0,0,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,20-29,9,7,9,7,0,0,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,30-39,8,2,6,1,0,3,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,40-49,10,5,10,4,0,1,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,50-59,4,8,5,5,0,2,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,60-69,3,6,2,1,0,6,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,70-79,5,2,0,0,0,7,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,80-89,5,4,0,0,0,9,ITH,ITH3,5,Veneto
2021-11-01,Moderna,VEN,90+,0,1,0,0,0,1,ITH,ITH3,5,Veneto
2021-11-01,Pfizer/BioNTech,ABR,12-19,1,2,1,2,0,0,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,20-29,8,6,0,12,0,2,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,30-39,12,11,2,19,0,2,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,40-49,7,4,0,10,0,1,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,50-59,10,7,2,14,0,1,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,60-69,9,7,1,3,0,12,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,70-79,7,10,0,1,0,16,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,80-89,12,14,0,0,0,26,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,ABR,90+,1,2,0,0,0,3,ITF,ITF1,13,Abruzzo
2021-11-01,Pfizer/BioNTech,BAS,12-19,27,36,25,36,2,0,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,20-29,32,20,10,39,0,3,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,30-39,50,39,12,67,2,8,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,40-49,46,37,7,54,4,18,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,50-59,46,37,10,44,5,24,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,60-69,36,23,2,25,0,32,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,70-79,9,6,0,7,0,8,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,80-89,14,22,0,2,0,34,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,BAS,90+,1,3,0,0,0,4,ITF,ITF5,17,Basilicata
2021-11-01,Pfizer/BioNTech,CAL,12-19,35,21,20,36,0,0,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,20-29,39,29,13,50,2,3,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,30-39,45,57,23,70,3,6,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,40-49,50,44,16,58,1,19,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,50-59,55,46,17,56,2,26,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,60-69,56,24,7,23,0,50,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,70-79,22,15,5,8,0,24,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,80-89,39,35,1,0,0,73,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAL,90+,5,6,0,1,0,10,ITF,ITF6,18,Calabria
2021-11-01,Pfizer/BioNTech,CAM,12-19,231,226,147,296,9,5,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,20-29,342,275,83,484,10,40,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,30-39,394,313,104,521,16,66,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,40-49,341,247,87,401,14,86,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,50-59,368,284,69,309,12,262,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,60-69,390,304,46,136,6,506,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,70-79,229,211,11,39,1,389,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,80-89,182,216,6,10,0,382,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,CAM,90+,15,26,0,2,0,39,ITF,ITF3,15,Campania
2021-11-01,Pfizer/BioNTech,EMR,12-19,135,142,123,136,15,3,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,20-29,242,185,85,283,14,45,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,30-39,274,259,89,331,10,103,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,40-49,264,247,76,310,7,118,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,50-59,216,228,54,210,7,173,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,60-69,185,154,26,62,2,249,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,70-79,135,116,13,21,1,216,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,80-89,696,811,7,11,0,1489,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,EMR,90+,71,125,1,1,0,194,ITH,ITH5,8,Emilia-Romagna
2021-11-01,Pfizer/BioNTech,FVG,40-49,0,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-01,Pfizer/BioNTech,LAZ,12-19,290,253,234,283,20,6,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,20-29,404,337,100,552,19,70,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,30-39,510,441,144,638,12,157,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,40-49,439,388,101,513,12,201,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,50-59,371,334,76,332,14,283,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,60-69,341,282,42,132,3,446,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,70-79,616,493,12,40,1,1056,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,80-89,548,657,10,22,0,1173,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LAZ,90+,64,175,2,3,0,234,ITI,ITI4,12,Lazio
2021-11-01,Pfizer/BioNTech,LIG,12-19,21,13,16,17,1,0,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,20-29,11,11,5,12,3,2,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,30-39,26,18,16,15,1,12,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,40-49,15,16,8,11,0,12,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,50-59,22,14,9,11,0,16,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,60-69,15,22,6,5,0,26,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,70-79,58,37,1,4,0,90,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,80-89,28,28,1,1,0,54,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LIG,90+,5,6,0,0,0,11,ITC,ITC3,7,Liguria
2021-11-01,Pfizer/BioNTech,LOM,12-19,361,301,244,390,23,5,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,20-29,454,446,127,511,22,240,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,30-39,578,544,132,661,16,313,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,40-49,536,502,112,527,28,371,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,50-59,549,576,95,404,27,599,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,60-69,573,505,53,158,4,863,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,70-79,484,405,20,70,3,796,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,80-89,1910,2648,12,22,0,4524,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,LOM,90+,243,386,1,2,0,626,ITC,ITC4,3,Lombardia
2021-11-01,Pfizer/BioNTech,MAR,12-19,37,21,19,36,3,0,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,20-29,39,17,3,44,1,8,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,30-39,47,50,15,65,1,16,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,40-49,43,44,10,49,1,27,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,50-59,39,45,3,46,3,32,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,60-69,74,37,3,21,1,86,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,70-79,53,22,3,4,0,68,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,80-89,82,95,1,1,0,175,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MAR,90+,10,19,0,0,0,29,ITI,ITI3,11,Marche
2021-11-01,Pfizer/BioNTech,MOL,12-19,7,6,10,1,1,1,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,20-29,9,9,2,8,0,8,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,30-39,13,22,5,9,1,20,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,40-49,23,25,4,15,0,29,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,50-59,25,26,4,11,0,36,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,60-69,290,177,1,4,0,462,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,70-79,246,148,0,1,0,393,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,80-89,7,15,0,0,0,22,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,MOL,90+,0,2,0,0,0,2,ITF,ITF2,14,Molise
2021-11-01,Pfizer/BioNTech,PAB,50-59,0,1,0,0,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-11-01,Pfizer/BioNTech,PAT,90+,1,0,0,0,0,1,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-01,Pfizer/BioNTech,PIE,12-19,110,109,82,126,6,5,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,20-29,195,192,39,231,7,110,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,30-39,235,229,45,246,6,167,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,40-49,266,242,64,250,6,188,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,50-59,231,241,33,179,8,252,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,60-69,325,271,30,50,4,512,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,70-79,511,429,14,20,1,905,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,80-89,1133,1508,5,13,0,2623,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PIE,90+,89,189,0,2,0,276,ITC,ITC1,1,Piemonte
2021-11-01,Pfizer/BioNTech,PUG,60-69,1,0,0,0,0,1,ITF,ITF4,16,Puglia
2021-11-01,Pfizer/BioNTech,PUG,80-89,0,2,0,0,0,2,ITF,ITF4,16,Puglia
2021-11-01,Pfizer/BioNTech,PUG,90+,2,2,0,0,0,4,ITF,ITF4,16,Puglia
2021-11-01,Pfizer/BioNTech,SIC,12-19,262,266,187,328,12,1,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,20-29,329,259,120,427,12,29,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,30-39,407,329,141,525,14,56,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,40-49,438,291,118,497,22,92,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,50-59,361,288,72,430,17,130,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,60-69,318,201,34,178,2,305,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,70-79,230,160,16,76,0,298,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,80-89,209,234,9,27,0,407,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,SIC,90+,23,44,3,7,0,57,ITG,ITG1,19,Sicilia
2021-11-01,Pfizer/BioNTech,TOS,12-19,129,105,95,122,15,2,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,20-29,165,141,43,201,4,58,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,30-39,210,168,58,238,11,71,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,40-49,199,176,45,244,16,70,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,50-59,185,169,31,199,9,115,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,60-69,86,100,13,56,4,113,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,70-79,103,94,13,20,0,164,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,80-89,94,152,3,12,0,231,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,TOS,90+,26,52,1,0,0,77,ITI,ITI1,9,Toscana
2021-11-01,Pfizer/BioNTech,UMB,12-19,52,34,25,57,4,0,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,20-29,47,45,11,74,0,7,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,30-39,62,56,14,81,1,22,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,40-49,61,49,16,60,6,28,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,50-59,48,39,8,54,0,25,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,60-69,54,35,1,9,1,78,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,70-79,63,42,3,4,0,98,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,80-89,63,69,3,2,0,127,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,UMB,90+,6,7,0,2,0,11,ITI,ITI2,10,Umbria
2021-11-01,Pfizer/BioNTech,VEN,12-19,84,64,73,72,3,0,ITH,ITH3,5,Veneto
2021-11-01,Pfizer/BioNTech,VEN,20-29,104,106,48,125,1,36,ITH,ITH3,5,Veneto
