data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_addizionale_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-09-01,Janssen,ABR,30-39,1,0,1,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,ABR,40-49,2,4,6,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,ABR,50-59,1,0,1,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,ABR,60-69,3,5,8,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,ABR,70-79,2,3,5,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,ABR,80-89,0,1,1,0,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Janssen,BAS,20-29,3,1,4,0,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Janssen,BAS,30-39,3,0,3,0,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Janssen,BAS,40-49,0,1,1,0,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Janssen,BAS,50-59,3,0,3,0,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Janssen,BAS,70-79,1,0,1,0,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Janssen,CAL,20-29,3,1,4,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAL,30-39,3,0,3,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAL,40-49,2,1,3,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAL,50-59,4,1,5,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAL,60-69,1,3,4,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAL,70-79,1,0,1,0,0,0,ITF,ITF6,18,Calabria
2021-09-01,Janssen,CAM,12-19,2,0,2,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,20-29,40,5,45,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,30-39,47,8,55,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,40-49,16,11,27,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,50-59,11,11,22,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,60-69,2,2,4,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,CAM,70-79,1,1,2,0,0,0,ITF,ITF3,15,Campania
2021-09-01,Janssen,EMR,12-19,1,0,1,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,20-29,5,0,5,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,30-39,3,3,6,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,40-49,4,7,11,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,50-59,5,4,9,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,60-69,31,47,78,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,70-79,16,15,31,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,80-89,2,3,5,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,EMR,90+,0,1,1,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Janssen,FVG,30-39,1,1,2,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Janssen,FVG,70-79,1,0,1,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Janssen,LAZ,12-19,4,2,6,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,20-29,134,31,165,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,30-39,143,39,182,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,40-49,117,50,167,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,50-59,86,37,123,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,60-69,24,14,38,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LAZ,70-79,8,7,15,0,0,0,ITI,ITI4,12,Lazio
2021-09-01,Janssen,LIG,50-59,1,1,2,0,0,0,ITC,ITC3,7,Liguria
2021-09-01,Janssen,LOM,20-29,1,0,1,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,30-39,6,0,6,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,40-49,12,1,13,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,50-59,11,4,15,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,60-69,73,66,139,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,70-79,36,36,72,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,LOM,80-89,7,5,12,0,0,0,ITC,ITC4,3,Lombardia
2021-09-01,Janssen,MAR,20-29,0,1,1,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,30-39,2,0,2,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,40-49,4,0,4,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,50-59,2,1,3,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,60-69,14,13,27,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,70-79,7,5,12,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,MAR,80-89,0,3,3,0,0,0,ITI,ITI3,11,Marche
2021-09-01,Janssen,PAB,30-39,0,1,1,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Janssen,PAB,60-69,9,4,13,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Janssen,PAB,70-79,4,3,7,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Janssen,PAB,80-89,1,3,4,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Janssen,PAB,90+,1,1,2,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Janssen,PIE,20-29,12,1,13,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,30-39,4,4,8,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,40-49,0,2,2,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,50-59,2,0,2,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,60-69,21,11,32,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,70-79,5,9,14,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PIE,80-89,3,2,5,0,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Janssen,PUG,20-29,20,3,23,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,30-39,22,6,28,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,40-49,12,5,17,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,50-59,8,10,18,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,60-69,16,9,25,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,70-79,1,3,4,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,PUG,80-89,1,0,1,0,0,0,ITF,ITF4,16,Puglia
2021-09-01,Janssen,SAR,50-59,1,2,3,0,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Janssen,SAR,60-69,14,7,21,0,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Janssen,SAR,70-79,3,3,6,0,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Janssen,SAR,80-89,0,2,2,0,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Janssen,SIC,20-29,9,0,9,0,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Janssen,SIC,30-39,2,3,5,0,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Janssen,SIC,40-49,1,0,1,0,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Janssen,SIC,60-69,1,1,2,0,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Janssen,SIC,70-79,1,0,1,0,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Janssen,TOS,40-49,1,0,1,0,0,0,ITI,ITI1,9,Toscana
2021-09-01,Janssen,TOS,50-59,1,0,1,0,0,0,ITI,ITI1,9,Toscana
2021-09-01,Janssen,TOS,60-69,11,5,16,0,0,0,ITI,ITI1,9,Toscana
2021-09-01,Janssen,TOS,70-79,2,3,5,0,0,0,ITI,ITI1,9,Toscana
2021-09-01,Janssen,TOS,80-89,0,1,1,0,0,0,ITI,ITI1,9,Toscana
2021-09-01,Janssen,UMB,60-69,8,19,27,0,0,0,ITI,ITI2,10,Umbria
2021-09-01,Janssen,UMB,70-79,6,3,9,0,0,0,ITI,ITI2,10,Umbria
2021-09-01,Janssen,VEN,30-39,1,0,1,0,0,0,ITH,ITH3,5,Veneto
2021-09-01,Janssen,VEN,40-49,0,2,2,0,0,0,ITH,ITH3,5,Veneto
2021-09-01,Janssen,VEN,60-69,49,55,104,0,0,0,ITH,ITH3,5,Veneto
2021-09-01,Janssen,VEN,70-79,23,20,43,0,0,0,ITH,ITH3,5,Veneto
2021-09-01,Janssen,VEN,80-89,2,7,9,0,0,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,ABR,12-19,176,170,98,246,2,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,20-29,461,367,61,764,3,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,30-39,418,343,52,705,4,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,40-49,208,169,54,320,3,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,50-59,148,139,46,236,5,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,60-69,35,53,25,62,1,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,70-79,13,18,6,22,3,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,80-89,5,7,4,6,2,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,ABR,90+,1,1,0,2,0,0,ITF,ITF1,13,Abruzzo
2021-09-01,Moderna,BAS,12-19,20,22,10,31,1,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,20-29,108,113,5,216,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,30-39,103,72,4,171,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,40-49,40,23,5,58,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,50-59,62,50,3,108,1,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,60-69,14,13,0,27,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,70-79,5,4,2,7,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,BAS,80-89,0,2,0,2,0,0,ITF,ITF5,17,Basilicata
2021-09-01,Moderna,CAL,12-19,32,29,46,13,2,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,20-29,114,80,73,117,4,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,30-39,134,89,98,121,4,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,40-49,101,78,91,85,3,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,50-59,76,68,77,64,3,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,60-69,52,44,45,45,6,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,70-79,19,15,16,17,1,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAL,80-89,1,2,1,2,0,0,ITF,ITF6,18,Calabria
2021-09-01,Moderna,CAM,12-19,620,654,344,919,11,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,20-29,1007,863,345,1497,28,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,30-39,838,785,314,1282,27,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,40-49,559,592,304,823,24,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,50-59,405,387,190,574,28,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,60-69,200,225,131,269,25,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,70-79,79,105,71,94,19,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,80-89,20,37,20,34,3,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,CAM,90+,3,13,6,9,1,0,ITF,ITF3,15,Campania
2021-09-01,Moderna,EMR,12-19,378,331,163,536,10,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,20-29,1480,1130,149,2450,11,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,30-39,1180,903,140,1928,15,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,40-49,732,601,135,1183,15,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,50-59,299,284,63,505,15,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,60-69,66,72,19,113,6,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,70-79,28,28,9,45,2,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,80-89,12,6,5,10,3,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,EMR,90+,0,2,1,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-01,Moderna,FVG,12-19,37,17,0,54,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,20-29,168,99,4,263,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,30-39,123,64,2,185,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,40-49,81,53,1,133,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,50-59,64,66,0,130,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,60-69,42,45,2,85,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,70-79,26,30,0,56,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,80-89,12,25,0,37,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,FVG,90+,0,2,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-01,Moderna,LAZ,12-19,280,270,306,234,10,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,20-29,527,417,189,746,9,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,30-39,425,362,192,584,11,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,40-49,321,329,166,467,17,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,50-59,206,226,157,266,9,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,60-69,89,72,61,94,6,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,70-79,29,44,30,39,4,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,80-89,23,19,26,16,0,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LAZ,90+,1,7,3,5,0,0,ITI,ITI4,12,Lazio
2021-09-01,Moderna,LIG,12-19,140,110,181,66,3,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,20-29,356,244,110,482,8,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,30-39,330,224,116,435,3,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,40-49,248,215,112,349,2,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,50-59,154,117,75,191,5,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,60-69,57,52,36,72,1,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,70-79,21,27,11,34,3,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,80-89,9,13,14,7,1,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LIG,90+,0,4,3,1,0,0,ITC,ITC3,7,Liguria
2021-09-01,Moderna,LOM,12-19,1765,1677,877,2526,39,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,20-29,3102,2115,357,4818,42,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,30-39,2198,1758,325,3595,36,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,40-49,1876,1368,332,2853,59,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,50-59,1111,822,200,1683,50,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,60-69,223,219,59,351,32,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,70-79,127,111,28,193,17,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,80-89,47,77,24,97,3,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,LOM,90+,7,24,7,21,3,0,ITC,ITC4,3,Lombardia
2021-09-01,Moderna,MAR,12-19,68,76,42,99,3,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,20-29,364,276,43,592,5,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,30-39,320,286,45,556,5,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,40-49,203,143,35,309,2,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,50-59,115,90,24,176,5,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,60-69,28,30,8,43,7,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,70-79,9,18,4,14,9,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,80-89,1,4,0,4,1,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MAR,90+,1,4,2,2,1,0,ITI,ITI3,11,Marche
2021-09-01,Moderna,MOL,12-19,3,4,0,7,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,20-29,178,180,1,357,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,30-39,62,41,0,103,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,40-49,20,20,0,40,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,50-59,13,11,1,22,1,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,60-69,5,4,0,9,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,70-79,16,9,0,25,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,MOL,80-89,0,2,0,2,0,0,ITF,ITF2,14,Molise
2021-09-01,Moderna,PAB,12-19,3,2,5,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAB,20-29,6,5,9,2,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAB,30-39,2,3,5,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAB,40-49,2,1,2,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAB,50-59,4,3,6,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAB,60-69,0,1,0,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-01,Moderna,PAT,12-19,17,14,18,13,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PAT,20-29,26,22,14,33,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PAT,30-39,29,15,10,33,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PAT,40-49,15,7,7,14,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PAT,50-59,5,7,3,9,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PAT,60-69,3,1,4,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,Moderna,PIE,12-19,422,432,277,568,9,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,20-29,921,804,152,1561,12,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,30-39,573,469,170,857,15,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,40-49,462,402,138,718,8,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,50-59,274,268,89,440,13,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,60-69,97,115,44,154,14,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,70-79,48,65,21,90,2,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,80-89,14,22,7,25,4,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PIE,90+,1,7,5,3,0,0,ITC,ITC1,1,Piemonte
2021-09-01,Moderna,PUG,12-19,459,387,171,669,6,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,20-29,1620,1258,331,2523,24,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,30-39,657,507,354,782,28,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,40-49,406,351,239,478,40,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,50-59,247,227,187,246,41,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,60-69,97,112,83,86,40,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,70-79,51,51,30,53,19,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,80-89,10,11,11,7,3,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,PUG,90+,3,6,6,3,0,0,ITF,ITF4,16,Puglia
2021-09-01,Moderna,SAR,12-19,247,212,233,221,5,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,20-29,538,381,193,720,6,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,30-39,538,450,249,735,4,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,40-49,393,320,273,433,7,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,50-59,308,263,241,323,7,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,60-69,118,96,118,93,3,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,70-79,43,56,44,54,1,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,80-89,11,19,15,15,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SAR,90+,0,1,1,0,0,0,ITG,ITG2,20,Sardegna
2021-09-01,Moderna,SIC,12-19,240,229,261,201,7,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,20-29,623,434,259,787,11,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,30-39,504,431,253,673,9,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,40-49,461,406,281,579,7,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,50-59,394,403,302,489,6,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,60-69,279,249,185,327,16,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,70-79,136,163,107,184,8,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,80-89,32,42,28,44,2,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,SIC,90+,3,9,6,6,0,0,ITG,ITG1,19,Sicilia
2021-09-01,Moderna,TOS,12-19,594,556,916,187,47,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,20-29,822,659,604,836,41,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,30-39,857,736,676,875,42,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,40-49,1839,1763,619,2925,58,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,50-59,465,451,480,382,54,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,60-69,86,88,142,18,14,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,70-79,39,48,65,12,10,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,TOS,80-89,8,13,9,3,9,0,ITI,ITI1,9,Toscana
2021-09-01,Moderna,UMB,12-19,295,323,95,522,1,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,20-29,1108,934,15,2024,3,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,30-39,83,77,10,149,1,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,40-49,79,82,20,139,2,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,50-59,96,96,12,178,2,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,60-69,47,52,7,91,1,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,70-79,13,22,7,27,1,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,80-89,4,11,4,8,3,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,UMB,90+,1,4,3,1,1,0,ITI,ITI2,10,Umbria
2021-09-01,Moderna,VDA,12-19,12,12,0,24,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,20-29,74,64,1,137,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,30-39,26,18,0,44,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,40-49,31,15,0,46,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,50-59,4,5,1,8,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,60-69,6,4,0,10,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VDA,70-79,1,2,0,3,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-01,Moderna,VEN,12-19,560,508,615,421,32,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,20-29,1287,1055,387,1928,27,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,30-39,1214,1064,387,1863,28,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,40-49,434,410,344,451,49,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,50-59,290,273,253,275,35,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,60-69,84,83,75,77,15,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,70-79,47,48,24,59,12,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,80-89,7,12,10,9,0,0,ITH,ITH3,5,Veneto
2021-09-01,Moderna,VEN,90+,0,6,2,2,2,0,ITH,ITH3,5,Veneto
2021-09-01,Pfizer/BioNTech,ABR,12-19,610,573,362,806,15,0,ITF,ITF1,13,Abruzzo
2021-09-01,Pfizer/BioNTech,ABR,20-29,353,263,179,427,10,0,ITF,ITF1,13,Abruzzo
